General,General,Process,All Report Generation Completed,02/17/2021 17:21:12
General,General,General,RTA Process Completed,02/17/2021 17:21:13
General,General,Process,Transactions Input,02/17/2021 17:28:02
General,General,Process,RTA Process Initiated,02/17/2021 17:28:03
TC_7,Transaction,Process,Transaction Starts,02/17/2021 17:28:06
TC_7,Transaction,Success,Transaction with TC_7 Successfull,02/17/2021 17:31:26
TC_8,Transaction,Process,Transaction Starts,02/17/2021 17:31:26
TC_8,Transaction,Success,Transaction with TC_8 Successfull,02/17/2021 17:33:10
General,General,Process,Completed all Tasks. No More Data Left to Process,02/17/2021 17:33:11
General,General,Process,All Report Generation Completed,02/17/2021 17:33:16
General,General,General,RTA Process Completed,02/17/2021 17:33:17
General,General,Process,Transactions Input,02/17/2021 17:46:09
General,General,Process,RTA Process Initiated,02/17/2021 17:46:10
TC_4,Transaction,Process,Transaction Starts,02/17/2021 17:46:11
TC_4,Transaction,Success,Transaction with TC_4 Successfull,02/17/2021 17:49:28
TC_6,Transaction,Process,Transaction Starts,02/17/2021 17:49:28
TC_6,Transaction,Success,Transaction with TC_6 Successfull,02/17/2021 17:50:56
TC_7,Transaction,Process,Transaction Starts,02/17/2021 17:50:57
TC_7,Transaction,Success,Transaction with TC_7 Successfull,02/17/2021 17:54:21
TC_8,Transaction,Process,Transaction Starts,02/17/2021 17:54:21
TC_8,Transaction,Success,Transaction with TC_8 Successfull,02/17/2021 17:58:56
General,General,Process,Completed all Tasks. No More Data Left to Process,02/17/2021 17:58:56
General,General,Process,All Report Generation Completed,02/17/2021 17:59:05
General,General,General,RTA Process Completed,02/17/2021 17:59:06
General,General,Process,Transactions Input,02/17/2021 20:01:37
General,General,Process,RTA Process Initiated,02/17/2021 20:01:37
TC_1,Transaction,Process,Transaction Starts,02/17/2021 20:01:38
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/17/2021 20:02:57
TC_2,Transaction,Process,Transaction Starts,02/17/2021 20:02:57
TC_2,Transaction,Success,Transaction with TC_2 Successfull,02/17/2021 20:05:31
TC_4,Transaction,Process,Transaction Starts,02/17/2021 20:05:31
General,General,Process,Transactions Input,02/17/2021 20:10:43
General,General,Process,RTA Process Initiated,02/17/2021 20:10:43
TC_1,Transaction,Process,Transaction Starts,02/17/2021 20:10:43
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/17/2021 20:12:00
TC_2,Transaction,Process,Transaction Starts,02/17/2021 20:12:00
TC_2,Transaction,Success,Transaction with TC_2 Successfull,02/17/2021 20:14:39
TC_4,Transaction,Process,Transaction Starts,02/17/2021 20:14:39
TC_4,Transaction,Success,Transaction with TC_4 Successfull,02/17/2021 20:19:47
TC_6,Transaction,Process,Transaction Starts,02/17/2021 20:19:47
TC_6,Transaction,Success,Transaction with TC_6 Successfull,02/17/2021 20:20:29
TC_7,Transaction,Process,Transaction Starts,02/17/2021 20:20:29
TC_7,Transaction,Success,Transaction with TC_7 Successfull,02/17/2021 20:21:11
TC_8,Transaction,Process,Transaction Starts,02/17/2021 20:21:11
TC_8,Transaction,Success,Transaction with TC_8 Successfull,02/17/2021 20:21:53
General,General,Process,Completed all Tasks. No More Data Left to Process,02/17/2021 20:21:53
General,General,Process,All Report Generation Completed,02/17/2021 20:21:58
General,General,General,RTA Process Completed,02/17/2021 20:21:58
General,General,Process,Transactions Input,02/17/2021 20:24:19
General,General,Process,RTA Process Initiated,02/17/2021 20:24:19
TC_1,Transaction,Process,Transaction Starts,02/17/2021 20:24:19
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/17/2021 20:25:34
TC_2,Transaction,Process,Transaction Starts,02/17/2021 20:25:34
TC_2,Transaction,Success,Transaction with TC_2 Successfull,02/17/2021 20:28:06
TC_4,Transaction,Process,Transaction Starts,02/17/2021 20:28:06
General,General,Process,Transactions Input,02/17/2021 21:32:24
General,General,Process,RTA Process Initiated,02/17/2021 21:32:25
TC_1,Transaction,Process,Transaction Starts,02/17/2021 21:32:25
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/17/2021 21:33:44
TC_2,Transaction,Process,Transaction Starts,02/17/2021 21:33:44
TC_2,Transaction,Success,Transaction with TC_2 Successfull,02/17/2021 21:34:26
TC_6,Transaction,Process,Transaction Starts,02/17/2021 21:34:26
General,General,Process,Transactions Input,02/17/2021 21:35:20
General,General,Process,RTA Process Initiated,02/17/2021 21:35:20
TC_1,Transaction,Process,Transaction Starts,02/17/2021 21:35:20
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/17/2021 21:36:33
TC_2,Transaction,Process,Transaction Starts,02/17/2021 21:36:33
TC_2,Transaction,Success,Transaction with TC_2 Successfull,02/17/2021 21:37:48
TC_6,Transaction,Process,Transaction Starts,02/17/2021 21:37:48
General,General,Process,Transactions Input,02/17/2021 21:42:22
General,General,Process,RTA Process Initiated,02/17/2021 21:42:22
TC_1,Transaction,Process,Transaction Starts,02/17/2021 21:42:23
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/17/2021 21:43:36
TC_2,Transaction,Process,Transaction Starts,02/17/2021 21:43:36
TC_2,Transaction,Success,Transaction with TC_2 Successfull,02/17/2021 21:44:51
TC_6,Transaction,Process,Transaction Starts,02/17/2021 21:44:51
General,General,Process,Transactions Input,02/17/2021 21:59:18
General,General,Process,RTA Process Initiated,02/17/2021 21:59:18
TC_1,Transaction,Process,Transaction Starts,02/17/2021 21:59:19
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/17/2021 22:00:34
TC_2,Transaction,Process,Transaction Starts,02/17/2021 22:00:35
General,General,Process,Transactions Input,02/17/2021 22:05:09
General,General,Process,RTA Process Initiated,02/17/2021 22:05:09
TC_1,Transaction,Process,Transaction Starts,02/17/2021 22:05:09
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/17/2021 22:06:24
TC_2,Transaction,Process,Transaction Starts,02/17/2021 22:06:24
General,General,Process,Transactions Input,02/17/2021 22:08:38
General,General,Process,RTA Process Initiated,02/17/2021 22:08:38
TC_1,Transaction,Process,Transaction Starts,02/17/2021 22:08:39
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/17/2021 22:09:53
TC_2,Transaction,Process,Transaction Starts,02/17/2021 22:09:53
General,General,Process,Transactions Input,02/17/2021 22:14:43
General,General,Process,RTA Process Initiated,02/17/2021 22:14:43
TC_1,Transaction,Process,Transaction Starts,02/17/2021 22:14:44
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/17/2021 22:16:13
TC_2,Transaction,Process,Transaction Starts,02/17/2021 22:16:13
TC_2,Transaction,Success,Transaction with TC_2 Successfull,02/17/2021 22:18:56
TC_4,Transaction,Process,Transaction Starts,02/17/2021 22:18:56
General,General,Process,Transactions Input,02/17/2021 23:11:03
General,General,Process,RTA Process Initiated,02/17/2021 23:11:04
TC_4,Transaction,Process,Transaction Starts,02/17/2021 23:11:04
General,General,Process,Transactions Input,02/17/2021 23:33:38
General,General,Process,RTA Process Initiated,02/17/2021 23:33:38
TC_4,Transaction,Process,Transaction Starts,02/17/2021 23:33:39
TC_4,Transaction,Success,Transaction with TC_4 Successfull,02/17/2021 23:36:33
General,General,Process,Completed all Tasks. No More Data Left to Process,02/17/2021 23:36:33
General,General,Process,All Report Generation Completed,02/17/2021 23:36:38
General,General,General,RTA Process Completed,02/17/2021 23:36:38
General,General,Process,Transactions Input,02/17/2021 23:41:18
General,General,Process,RTA Process Initiated,02/17/2021 23:41:18
TC_4,Transaction,Process,Transaction Starts,02/17/2021 23:41:18
TC_4,Transaction,Success,Transaction with TC_4 Successfull,02/17/2021 23:42:09
General,General,Process,Completed all Tasks. No More Data Left to Process,02/17/2021 23:42:09
General,General,Process,Transactions Input,02/17/2021 23:42:34
General,General,Process,RTA Process Initiated,02/17/2021 23:42:35
TC_4,Transaction,Process,Transaction Starts,02/17/2021 23:42:35
TC_4,Transaction,Success,Transaction with TC_4 Successfull,02/17/2021 23:43:21
General,General,Process,Completed all Tasks. No More Data Left to Process,02/17/2021 23:43:21
General,General,Process,All Report Generation Completed,02/17/2021 23:43:27
General,General,General,RTA Process Completed,02/17/2021 23:43:27
General,General,Failure,Transaction Data Not Found,02/17/2021 23:55:19
General,General,Process,Transactions Input,02/17/2021 23:55:46
General,General,Process,RTA Process Initiated,02/17/2021 23:55:46
TC_4,Transaction,Process,Transaction Starts,02/17/2021 23:55:47
General,General,Process,Transactions Input,02/18/2021 00:10:31
General,General,Process,RTA Process Initiated,02/18/2021 00:10:32
TC_1,Transaction,Process,Transaction Starts,02/18/2021 00:10:32
General,General,Process,Transactions Input,02/18/2021 00:12:09
General,General,Process,RTA Process Initiated,02/18/2021 00:12:09
TC_1,Transaction,Process,Transaction Starts,02/18/2021 00:12:10
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/18/2021 00:13:36
TC_2,Transaction,Process,Transaction Starts,02/18/2021 00:13:36
TC_2,Transaction,Success,Transaction with TC_2 Successfull,02/18/2021 00:14:37
TC_4,Transaction,Process,Transaction Starts,02/18/2021 00:14:37
TC_4,Transaction,Success,Transaction with TC_4 Successfull,02/18/2021 00:17:52
General,General,Process,Completed all Tasks. No More Data Left to Process,02/18/2021 00:17:52
General,General,Process,All Report Generation Completed,02/18/2021 00:17:58
General,General,General,RTA Process Completed,02/18/2021 00:17:59
General,General,Process,Transactions Input,02/18/2021 00:27:09
General,General,Process,RTA Process Initiated,02/18/2021 00:27:09
TC_1,Transaction,Process,Transaction Starts,02/18/2021 00:27:10
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/18/2021 00:28:29
TC_2,Transaction,Process,Transaction Starts,02/18/2021 00:28:29
TC_2,Transaction,Success,Transaction with TC_2 Successfull,02/18/2021 00:29:25
General,General,Process,Completed all Tasks. No More Data Left to Process,02/18/2021 00:29:25
General,General,Process,All Report Generation Completed,02/18/2021 00:29:31
General,General,General,RTA Process Completed,02/18/2021 00:29:31
General,General,Process,Transactions Input,02/18/2021 00:50:45
General,General,Process,RTA Process Initiated,02/18/2021 00:50:45
TC_1,Transaction,Process,Transaction Starts,02/18/2021 00:50:45
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/18/2021 00:51:56
TC_2,Transaction,Process,Transaction Starts,02/18/2021 00:51:56
TC_2,Transaction,Success,Transaction with TC_2 Successfull,02/18/2021 00:54:27
TC_4,Transaction,Process,Transaction Starts,02/18/2021 00:54:27
TC_4,Transaction,Success,Transaction with TC_4 Successfull,02/18/2021 00:57:20
TC_5,Transaction,Process,Transaction Starts,02/18/2021 00:57:20
TC_5,Transaction,Success,Transaction with TC_5 Successfull,02/18/2021 01:01:13
TC_6,Transaction,Process,Transaction Starts,02/18/2021 01:01:13
TC_6,Transaction,Success,Transaction with TC_6 Successfull,02/18/2021 01:03:58
TC_7,Transaction,Process,Transaction Starts,02/18/2021 01:03:58
TC_7,Transaction,Success,Transaction with TC_7 Successfull,02/18/2021 01:06:14
TC_8,Transaction,Process,Transaction Starts,02/18/2021 01:06:14
TC_8,Transaction,Success,Transaction with TC_8 Successfull,02/18/2021 01:07:22
General,General,Process,Completed all Tasks. No More Data Left to Process,02/18/2021 01:07:22
General,General,Process,All Report Generation Completed,02/18/2021 01:07:28
General,General,General,RTA Process Completed,02/18/2021 01:07:28
General,General,Process,Transactions Input,02/18/2021 02:11:35
General,General,Process,RTA Process Initiated,02/18/2021 02:11:35
TC_1,Transaction,Process,Transaction Starts,02/18/2021 02:11:36
TC_1,Transaction,Success,Transaction with TC_1 Successfull,02/18/2021 02:12:59
TC_2,Transaction,Process,Transaction Starts,02/18/2021 02:12:59
TC_2,Transaction,Success,Transaction with TC_2 Successfull,02/18/2021 02:15:42
TC_4,Transaction,Process,Transaction Starts,02/18/2021 02:15:42
TC_4,Transaction,Success,Transaction with TC_4 Successfull,02/18/2021 02:18:54
TC_5,Transaction,Process,Transaction Starts,02/18/2021 02:18:54
TC_5,Transaction,Success,Transaction with TC_5 Successfull,02/18/2021 02:21:47
TC_6,Transaction,Process,Transaction Starts,02/18/2021 02:21:47
TC_6,Transaction,Success,Transaction with TC_6 Successfull,02/18/2021 02:23:32
TC_7,Transaction,Process,Transaction Starts,02/18/2021 02:23:32
TC_7,Transaction,Success,Transaction with TC_7 Successfull,02/18/2021 02:26:10
TC_8,Transaction,Process,Transaction Starts,02/18/2021 02:26:10
TC_8,Transaction,Success,Transaction with TC_8 Successfull,02/18/2021 02:27:27
General,General,Process,Completed all Tasks. No More Data Left to Process,02/18/2021 02:27:27
General,General,Process,All Report Generation Completed,02/18/2021 02:27:33
General,General,General,RTA Process Completed,02/18/2021 02:27:33
General,General,Process,Transactions Input,02/18/2021 03:13:00
General,General,Process,RTA Process Initiated,02/18/2021 03:13:01
TC_3,Transaction,Process,Transaction Starts,02/18/2021 03:13:02
TC_3,,Failure,Retrying needed at report generation proccess, retying at 1 Sequence - Invoke RTA_Read_TestData workflow: Read Range Test Data FileObject reference not set to an instance of an object.,02/18/2021 03:13:08
TC_3,Transaction,Failure,Transaction with TC_3 Unsuccessfull. Invoke RTA_Read_TestData workflow: Read Range Test Data FileObject reference not set to an instance of an object.,02/18/2021 03:13:08
General,General,Process,Completed all Tasks. No More Data Left to Process,02/18/2021 03:13:08
General,General,Process,All Report Generation Completed,02/18/2021 03:13:14
General,General,General,RTA Process Completed,02/18/2021 03:13:14
General,General,Process,Transactions Input,02/18/2021 03:14:14
General,General,Process,RTA Process Initiated,02/18/2021 03:14:14
TC_3,Transaction,Process,Transaction Starts,02/18/2021 03:14:15
TC_3,,Failure,Retrying needed at report generation proccess, retying at 1 Sequence - Invoke RTA_Read_TestData workflow: Read Range Test Data FileObject reference not set to an instance of an object.,02/18/2021 03:14:19
TC_3,Transaction,Failure,Transaction with TC_3 Unsuccessfull. Invoke RTA_Read_TestData workflow: Read Range Test Data FileObject reference not set to an instance of an object.,02/18/2021 03:14:19
General,General,Process,Completed all Tasks. No More Data Left to Process,02/18/2021 03:14:19
General,General,Process,All Report Generation Completed,02/18/2021 03:14:24
General,General,General,RTA Process Completed,02/18/2021 03:14:24
General,General,Process,Transactions Input,02/18/2021 03:15:07
General,General,Process,RTA Process Initiated,02/18/2021 03:15:07
TC_3,Transaction,Process,Transaction Starts,02/18/2021 03:15:08
TC_3,,Failure,Retrying needed at report generation proccess, retying at 1 Sequence - Invoke RTA_Read_TestData workflow: Read Range Test Data FileObject reference not set to an instance of an object.,02/18/2021 03:15:12
TC_3,Transaction,Failure,Transaction with TC_3 Unsuccessfull. Invoke RTA_Read_TestData workflow: Read Range Test Data FileObject reference not set to an instance of an object.,02/18/2021 03:15:12
General,General,Process,Completed all Tasks. No More Data Left to Process,02/18/2021 03:15:12
General,General,Process,All Report Generation Completed,02/18/2021 03:15:17
General,General,General,RTA Process Completed,02/18/2021 03:15:18
General,General,Process,Transactions Input,02/18/2021 03:16:53
General,General,Process,RTA Process Initiated,02/18/2021 03:16:53
TC_3,Transaction,Process,Transaction Starts,02/18/2021 03:16:53
General,General,Process,Transactions Input,02/18/2021 03:27:08
General,General,Process,RTA Process Initiated,02/18/2021 03:27:08
TC_3,Transaction,Process,Transaction Starts,02/18/2021 03:27:08
TC_3,Transaction,Success,Transaction with TC_3 Successfull,02/18/2021 03:33:46
General,General,Process,Completed all Tasks. No More Data Left to Process,02/18/2021 03:33:46
General,General,Process,All Report Generation Completed,02/18/2021 03:33:51
General,General,General,RTA Process Completed,02/18/2021 03:33:51
General,General,Process,Transactions Input,02/18/2021 04:04:21
General,General,Process,RTA Process Initiated,02/18/2021 04:04:22
TC_3,Transaction,Process,Transaction Starts,02/18/2021 04:04:22
General,General,Process,Transactions Input,02/18/2021 04:14:07
General,General,Process,RTA Process Initiated,02/18/2021 04:14:07
TC_3,Transaction,Process,Transaction Starts,02/18/2021 04:14:07
TC_3,Transaction,Success,Transaction with TC_3 Successfull,02/18/2021 04:16:20
General,General,Process,Completed all Tasks. No More Data Left to Process,02/18/2021 04:16:20
General,General,Process,All Report Generation Completed,02/18/2021 04:16:26
General,General,Process,Transactions Input,02/18/2021 04:20:37
General,General,Process,RTA Process Initiated,02/18/2021 04:20:37
TC_3,Transaction,Process,Transaction Starts,02/18/2021 04:20:37
TC_3,Transaction,Success,Transaction with TC_3 Successfull,02/18/2021 04:26:44
General,General,Process,Completed all Tasks. No More Data Left to Process,02/18/2021 04:26:44
General,General,Process,All Report Generation Completed,02/18/2021 04:26:49
General,General,Process,Transactions Input,02/18/2021 04:30:08
General,General,Process,RTA Process Initiated,02/18/2021 04:30:08
TC_3,Transaction,Process,Transaction Starts,02/18/2021 04:30:08
General,General,Process,Transactions Input,02/18/2021 04:32:44
General,General,Process,RTA Process Initiated,02/18/2021 04:32:44
TC_3,Transaction,Process,Transaction Starts,02/18/2021 04:32:45
